PDB_ID,UniProt_ID,Protein_Class_Uniprot
5ijw,A0R1X0,Isomerase
5ijz,P31026,Oxidoreductase
5ikb,Q01812,Ion channel
5iko,P11216,Allosteric enzyme
5ikq,P35354,Dioxygenase
5il2,Q86U44,Methyltransferase
5ilg,Q9VV42,Oxidoreductase
5im3,Q9I4I1,Allosteric enzyme
5in3,P07902,Nucleotidyltransferase
5in4,O60547,Lyase
5inj,A0A182DWE5,Transferase
5ipa,A5U9I4,DNA-binding
5ipp,O34600,Exonuclease
5ipy,A3SLM3,Monooxygenase
5iqa,P0A0C1,Acyltransferase
5iqt,A0A067YX61,UNKNOWN
5iqx,G3XD33,UNKNOWN
5ir4,Q9I4G8,Dioxygenase
5irn,G1T469,UNKNOWN
5irr,A8IYS5,UNKNOWN
5isx,P0C062,Isomerase
5it1,Q70AS3,Monooxygenase
5itv,P39640,Oxidoreductase
5iu0,O03042,Lyase
5iuv,Q88BC5,Oxidoreductase
5ivs,Q77VV3,Aspartyl protease
5ivt,G0X8E8,Aspartyl protease
5iwq,Q8NTR2,Aminotransferase
5iwy,Q06756,Lyase
5iyt,O91734,Helicase
5j1j,G3XD64,UNKNOWN
5j1s,O14656,Chaperone
5j2x,P07900,Chaperone
5j32,P93832,Oxidoreductase
5j42,Q9JJX7,Hydrolase
5j47,P03072,DNA-binding
5j55,Q2GA76,Dioxygenase
5j5d,P9WP25,Lyase
5j5g,P58154,Receptor
5j5p,Q59961,DNA-binding
5j60,Q7NMP6,Oxidoreductase
5j71,Q15119,Kinase
5j7w,Q834R3,Methyltransferase
5j84,B5ZZ34,Lyase
5j8d,Q01234,Oxidoreductase
5j8q,O32164,Transferase
5jab,P9WLL7,Oxidoreductase
5jaj,G0YYQ5,Helicase
5jaz,Q8IKG4,Oxidoreductase
5jb9,P00740,Hydrolase
5jbx,Q1D5Y4,Lyase
5jci,Q652L6,Oxidoreductase
5jda,Q739M5,UNKNOWN
5je2,Q9LBJ0,Methyltransferase
5je8,Q81DR6,Oxidoreductase
5jf3,Q8E378,Hydrolase
5jfn,Q21A49,Oxidoreductase
5jfw,P04629,Developmental protein
5jgk,Q4X158,Methyltransferase
5jh2,A2T1W7,Oxidoreductase
5jhx,A4QUT2,Oxidoreductase
5jib,Q9WXT2,Hydrolase
5jic,Q2FWC7,Kinase
5jil,Q3HS77,Hemagglutinin
5jio,G7CGT2,UNKNOWN
5jix,Q13237,Kinase
5jj2,Q9P0M2,UNKNOWN
5jjs,Q6YMS4,Helicase
5jju,A5U6I9,UNKNOWN
5jlb,Q9BYW2,Activator
5jlc,P50859,Monooxygenase
5jm8,A0A1A9TA96,UNKNOWN
5jmq,Q3UKX1,Methyltransferase
5jnw,P11064,Hydrolase
5joh,Q92905,Hydrolase
5jov,A7LXT0,Glycosidase
5jox,A7LXT8,Glycosidase
5jph,Q5HH30,Acyltransferase
5jrh,Q8ZKF6,Ligase
5jrj,D8IYL4,DNA-binding
5jsi,S5DM51,UNKNOWN
5jsp,D0CY60,Lyase
5jsq,Q07010,Glycosyltransferase
5jvi,P00800,Hydrolase
5jwc,Q8I302,Oxidoreductase
5jxd,Q921Z5,UNKNOWN
5jxu,D1A807,Oxidoreductase
5jxz,P0AEJ3,Isomerase
5jy6,Q9ALW2,Oxidoreductase
5jyy,R4NFR6,Glycosidase
5jzj,O15075,Developmental protein
5jzx,P9WJL9,Oxidoreductase
5k00,Q14680,Kinase
5k04,C4YDZ9,Acyltransferase
5k0a,P74746,Oxidoreductase
5k0s,P59078,Aminoacyl-tRNA synthetase
5k1r,Q63IP8,Lyase
5k21,K0V2D8,UNKNOWN
5k2m,Q5JFW0,Ligase
5k3x,Q92M24,Oxidoreductase
5k4p,A0A0R6L508,Transferase
5k4y,Q7YW97,Oxidoreductase
5k52,A0A193CDY9,Lyase
5k5m,A0A097PIE2,Helicase
5k5z,O93708,UNKNOWN
5k7h,Q1D4I5,DNA-binding
5k87,Q8EJW4,Isomerase
5k8b,Q8EEB1,Aminotransferase
5k8c,Q8EEB0,Oxidoreductase
5k8p,D3WZ85,Hydrolase
5k8u,A0A146CJG7,Helicase
5k91,B8HNS6,UNKNOWN
5k9b,P00324,UNKNOWN
5kas,P58242,Glycosidase
5kaw,A0A0H3JRN6,UNKNOWN
5kax,Q8KFZ1,UNKNOWN
5kbf,Q7KQK0,Transferase
5kbn,Q6J5N4,Ion channel
5kbr,Q13153,Allosteric enzyme
5kbz,Q12053,Acyltransferase
5kd6,A0A1B0UHJ4,Transferase
5kdf,P9WI55,Hydrolase
5kdi,Q96JA3,UNKNOWN
5kej,A0A1P8NWC2,Transferase
5kew,Q87GI3,UNKNOWN
5kf9,Q97ML2,Acyltransferase
5kju,Q9FI78,Acyltransferase
5kjw,E8ZAP2,Acyltransferase
5kjz,P10644,UNKNOWN
5kk4,C0HK49,UNKNOWN
5kk7,Q9UKM7,Glycosidase
5kk8,A0A3Q0KJ78,Kinase
5kka,P61889,Oxidoreductase
5kkc,P13491,Oxidoreductase
5klo,Q83V33,Oxidoreductase
5klp,Q6VE93,Acyltransferase
5ko5,A0A0U3AGT1,Glycosyltransferase
5ko8,F4KU78,Oxidoreductase
5kod,O81829,Ligase
5kox,Q5YTV5,Monooxygenase
5kp7,F4Y432,Acyltransferase
5kpg,C3SBW0,Methyltransferase
5kqs,A0A024B7W1,Helicase
5kqz,C8BD48,Aspartyl protease
5kr1,V5YAB1,Aspartyl protease
5kr7,Q9H3R0,Chromatin regulator
5kre,Q5VWZ2,Hydrolase
5ktc,V5RDR9,UNKNOWN
5kts,O57767,Transferase
5kut,Q8IXI1,Hydrolase
5kva,C5Z4W3,Methyltransferase
5kvs,O54512,UNKNOWN
5kwi,P9WQN9,Acyltransferase
5kwk,Q9SWH5,Glycosyltransferase
5kxc,A0A1D5B395,UNKNOWN
5kxd,A0A1D5B396,UNKNOWN
5kxh,Q91ZW2,Glycosyltransferase
5kyo,A0A1C9CIU0,Monooxygenase
5kzd,Q2G160,Lyase
5kzl,Q8EXM2,UNKNOWN
5kzv,Q98SW5,Developmental protein
5l0v,Q8NBL1,Developmental protein
5l1r,E3VWI3,Monooxygenase
5l2f,Q5QT35,UNKNOWN
5l3k,A0A117IMA6,UNKNOWN
5l44,A0A1L1QK30,Carboxypeptidase
5l4l,G9VYV4,UNKNOWN
5l53,Q06ZW2,Oxidoreductase
5l6g,G2QG48,Oxidoreductase
5l6o,P54753,Developmental protein
5l7v,A6L2E5,UNKNOWN
5l87,Q8IEW2,UNKNOWN
5l8n,P51161,UNKNOWN
5l91,D5DKI8,Monooxygenase
5l9n,P0A9Z1,UNKNOWN
5la2,A3DHG6,Glycosidase
5lau,Q8EP31,UNKNOWN
5lb3,O94762,DNA-binding
5lby,P16083,Oxidoreductase
5ld5,F1T6A5,Oxidoreductase
5ldg,Q6WAU1,Oxidoreductase
5ldq,A0A140NFI1,UNKNOWN
5lf6,P49721,UNKNOWN
5li8,P9WPN8,Monooxygenase
5li9,P41743,Kinase
5lji,Q8DPG4,UNKNOWN
5ljw,Q2W8Q6,Hydrolase
5lkw,B4EDC1,UNKNOWN
5ll7,A0A0H4IUK8,UNKNOWN
5llb,Q5NEQ5,Kinase
5llt,Q8IE38,Nucleotidyltransferase
5lly,F7RW09,UNKNOWN
5lnq,E9AW84,Acyltransferase
5lnt,O80448,Lyase
5lnw,Q8L940,Lyase
5log,Q50859,Methyltransferase
5lom,Q7D447,UNKNOWN
5loq,Q8Y5F1,Oxidoreductase
5lpa,Q8ZPX9,Nucleotidyltransferase
5lpb,O22476,Kinase
5lpm,Q09472,Acyltransferase
5lq1,Q119I9,UNKNOWN
5lq5,A3PC74,UNKNOWN
5lrf,P00489,Allosteric enzyme
5ls7,P37613,UNKNOWN
5lsc,B8QIQ9,Hydrolase
5lte,A4XXY9,Oxidoreductase
5ltj,G0RY84,Helicase
5lua,Q99538,Hydrolase
5lv1,A3PDP9,UNKNOWN
5lv3,Q9WVG6,Chromatin regulator
5lvo,O15530,Activator
5lw0,B8ALM5,UNKNOWN
5lwk,A0A247D6V8,UNKNOWN
5lwm,P52333,Kinase
5lx6,Q53GL7,Glycosyltransferase
5lxc,Q92630,Kinase
5ly3,A3MWN5,Hydrolase
5lzg,P01556,Enterotoxin
5lzh,Q57193,UNKNOWN
5m04,P42641,DNA-binding
5m06,P9WI69,Kinase
5m0m,Q64610,Hydrolase
5m0n,E9NSU2,Monooxygenase
5m0t,A0A1L1QK38,UNKNOWN
5m0z,A0A1L1QK39,Oxidoreductase
5m10,A0A1L1QK40,Oxidoreductase
5m17,D6D1V7,Hydrolase
5m18,Q7DHH4,Carboxypeptidase
5m1t,Q9I310,Hydrolase
5m26,F8TW83,Dioxygenase
5m3e,P0DV57,Hydrolase
5m3z,A0A0A5P8W7,Lyase
5m45,Q8RM04,Ligase
5m4z,Q9NDD3,Methyltransferase
5m58,Q9F8T9,Methyltransferase
5m5g,G0SDW4,Chromatin regulator
5m67,A0A087WNH6,Hydrolase
5m7u,O60502,Glycosidase
5m8s,P17643,Monooxygenase
5m9x,A0ZZH6,Glycosyltransferase
5mbx,Q8C0L6,Oxidoreductase
5mdh,P11708,Oxidoreductase
5mdr,L0RVU0,UNKNOWN
5meh,B0SWV2,Glycosidase
5mex,Q9C9C9,Transferase
5mf5,Q9HXH7,Hydrolase
5mfq,P22756,Ion channel
5mfr,P04825,Aminopeptidase
5mgi,Q848S6,Hydrolase
5mgz,Q9L9F3,Methyltransferase
5mhf,Q80UM7,Glycosidase
5mif,D5GA36,Hydrolase
5mil,Q4ZDP4,UNKNOWN
5mit,A2RLJ5,Oxidoreductase
5mji,K4REZ6,Transferase
5mkp,O58038,RNA-binding
5mkx,Q92831,Activator
5ml0,Q9JHD1,Activator
5ml3,O43924,UNKNOWN
5mlr,D6N9X1,Oxidoreductase
5mlz,Q8U4M3,Glycosyltransferase
5mm9,B5KVR9,Hydrolase
5mmo,P0AES7,DNA-binding
5mnn,P00760,Hydrolase
5moz,P14489,Hydrolase
5mpq,Q9JXP1,UNKNOWN
5mpt,Q65Z23,Acyltransferase
5mq6,G2QA95,Oxidoreductase
5mqm,Q8A931,Hydrolase
5mr0,O29329,Aminotransferase
5mr6,I7IIA9,Oxidoreductase
5mrh,Q99523,Developmental protein
5msd,Q6RKB1,Oxidoreductase
5mso,B2HN69,Oxidoreductase
5mst,E5XP76,Oxidoreductase
5msy,Q8A905,UNKNOWN
5mte,Q6VT21,UNKNOWN
5mu9,Q8X123,UNKNOWN
5mua,Q75WT9,UNKNOWN
5mui,Q8A921,Glycosidase
5mul,Q8A1H5,UNKNOWN
5muy,J7HBG8,Hydrolase
5mvr,O05515,UNKNOWN
5mw8,Q6P1C1,Kinase
5mwj,Q04724,Repressor
5mwz,P55201,Activator
5mx4,K2JXG0,Glycosyltransferase
5mxc,P18891,UNKNOWN
5mxy,Q30JB5,UNKNOWN
5my8,Q96SB4,Kinase
5myd,A0A2D0TC86,UNKNOWN
5mz2,A8DP67,Lyase
5mzg,P53368,Hydrolase
5mzn,Q00416,Helicase
5mzy,Q1D4I3,UNKNOWN
5n0j,Q7NCP4,Oxidoreductase
5n0o,A0A2R2JFI5,Methyltransferase
5n18,Q5A4W8,UNKNOWN
5n1p,Q81EJ6,Hydrolase
5n1q,A0A247D6X3,Transferase
5n22,A8QZK6,Acyltransferase
5n2f,Q9NZQ7,Receptor
5n2i,Q47RA9,Oxidoreductase
5n3j,P25321,Kinase
5n4t,Q9K2N0,Hydrolase
5n5s,A9SS48,Oxidoreductase
5n6f,P28720,Glycosyltransferase
5n6g,O31246,Oxidoreductase
5n81,P09095,Isomerase
5n9t,Q93009,Developmental protein
5n9x,H6SG27,UNKNOWN
5n9z,A0A384E0M2,Lyase
5na1,Q2FZV7,Oxidoreductase
5nai,Q8GKX2,Hydrolase
5nak,Q84HF5,Monooxygenase
5nat,P00746,Hydrolase
5ncb,A0A076MY51,Monooxygenase
5ncj,A0A0E3URV8,UNKNOWN
5nd5,A8IAN1,Transferase
5ndb,Q8G9Q0,Hydrolase
5ne2,Q9RBQ1,Hydrolase
5ne3,B2FRP5,Hydrolase
5ngl,Q8A2J3,Glycosidase
5ngq,Q9HYN5,UNKNOWN
5nhc,Q9P8C9,UNKNOWN
5nib,P51449,Activator
5nii,Q72C27,Oxidoreductase
5nim,P9WMC1,DNA-binding
5njb,P0AGG8,Hydrolase
5nji,P96202,Multifunctional enzyme
5nm8,Q31LH9,UNKNOWN
5nmx,L0N8S9,Monooxygenase
5nna,A0P0F0,UNKNOWN
5nno,C9ZQX6,Oxidoreductase
5non,Q67A25,Hydrolase
5nps,O15294,Chromatin regulator
5nra,Q13231,Glycosidase
5nrh,Q63QJ9,Ligase
5nri,A3NZL3,Ligase
5ntd,Q385B0,Aminopeptidase
5nth,Q4QH17,Aminopeptidase
5nua,P02753,UNKNOWN
5nue,P93819,Oxidoreductase
5nul,P00322,UNKNOWN
5nv8,Q88LS1,Glycosyltransferase
5nv9,B4EZY7,UNKNOWN
5nw7,P34948,Isomerase
5nwg,Q9H2K2,Glycosyltransferase
5nx7,B5GMG2,Lyase
5nx9,A0A384E0N4,Lyase
5nxx,P46922,UNKNOWN
5nz4,C3W6G3,Glycosidase
5o0j,O58328,Kinase
5o0s,F6BL85,Glycosidase
5o0x,K9WT99,Oxidoreductase
5o1l,Q3L8N0,Oxidoreductase
5o22,P24186,Hydrolase
5o37,O69052,UNKNOWN
5o3m,A6T7M3,Decarboxylase
5o3n,B2DCZ6,Decarboxylase
5o3r,P73954,UNKNOWN
5o4j,Q6LX54,UNKNOWN
5o5c,D4I245,Decarboxylase
5o6b,P07271,DNA-binding
5o6j,P30419,Acyltransferase
5o6m,M9XB82,Kinase
5o6x,Q9BPX1,Oxidoreductase
5o70,Q9X1T1,UNKNOWN
5o7e,Q46085,Hydrolase
5o7n,A0A173FE28,Hydrolase
5o8z,P58663,DNA-binding
5o96,Q5ZRE6,Methyltransferase
5o98,A0A0C5DR25,Oxidoreductase
5o9q,Q06135,Transferase
5o9w,D4N500,Dioxygenase
5oar,Q8J2T0,Glycosidase
5obp,O68252,Oxidoreductase
5oby,P47547,Chaperone
5oc0,P0ABE5,Oxidoreductase
5oc1,O94219,Oxidoreductase
5oc3,Q4WIF5,Oxidoreductase
5oce,A0QWG5,Acyltransferase
5ocm,D2B7Z8,Oxidoreductase
5ocq,P43478,Glycosidase
5ocs,Q1LDQ5,Oxidoreductase
5od2,Q58999,Kinase
5odu,Q7N561,UNKNOWN
5oe3,Q9I4X3,Ligase
5oei,Q6N193,UNKNOWN
5oes,M1CSC4,Ligase
5of0,Q04609,Carboxypeptidase
5of9,Q9Y6X9,Hydrolase
5ogx,A0A076MZ01,UNKNOWN
5ohf,A7HD43,Kinase
5ohi,Q9R1E6,Hydrolase
5ohy,A9CEZ0,Glycosidase
5oiw,K5BDL0,Glycosidase
5oj7,Q28CB4,Transferase
5oji,G5EGA6,Oxidoreductase
5ojl,Q0CCT3,Oxidoreductase
5ok4,P32440,Oxidoreductase
5okg,W8QF82,Glycosidase
5okl,P43652,UNKNOWN
5ol4,P41020,Hydrolase
5olk,A3XHF9,Oxidoreductase
5omr,A0A3B6UEE9,Monooxygenase
5omv,Q56366,DNA-binding
5on8,P33590,UNKNOWN
5onn,A0A1R1AV52,Lyase
5onu,P0C6Q6,Porin
5oo9,E2EKP5,Isomerase
5opj,Q8AAW3,UNKNOWN
5org,P0A4F8,UNKNOWN
5orl,O14965,Kinase
5osw,B3VHM9,UNKNOWN
5ote,Q9Y5S2,Kinase
5otn,Q7ZWC3,Hydrolase
5ovk,P71534,Oxidoreductase
5ovx,P54829,Hydrolase
5owc,O15496,Hydrolase
5oxn,Q5M4H8,UNKNOWN
5oya,A0A3B6UEF4,Lyase
5p9j,Q06187,Kinase
5pou,O95696,Chromatin regulator
5pwd,H0Y4R8,DNA-binding
5pzl,Q9WMX2,Helicase
5q0i,Q96RI1,Activator
5qin,P37173,Kinase
5r8q,P01584,Cytokine
5rc7,P11838,Aspartyl protease
5roq,P06873,Hydrolase
5rw2,Q92835,Hydrolase
5sa1,Q389T8,Oxidoreductase
5str,P33334,Ribonucleoprotein
5svv,Q94BT6,Photoreceptor protein
5sxg,Q9UH17,Hydrolase
5syi,Q3JNW6,Oxidoreductase
5sym,O75608,Hydrolase
5syn,O95372,Hydrolase
5syt,O75844,Antiviral protein
5szy,A0A0Y5D4F5,Hydrolase
5t0a,P0AEX9,UNKNOWN
5t13,P0A3V4,Hydrolase
5t2k,A0A0K2H9D8,Oxidoreductase
5t2t,P14240,Hydrolase
5t2u,A0R723,Oxidoreductase
5t2z,I7BFC3,Aspartyl protease
5t39,A0A1C5AE13,Methyltransferase
5t3i,P42212,Photoprotein
5t3o,Q5SHU3,Kinase
5t66,G3G192,Hydrolase
5t67,B3TMQ9,Transferase
5t6s,R4NN21,Hemagglutinin
5t79,Q8ZNA1,Oxidoreductase
5t7d,P16426,Acyltransferase
5t7p,P02867,UNKNOWN
5t8u,Q8IEG9,Ligase
5t95,I1MYY4,Oxidoreductase
5t99,A0A2D0TCC8,Glycosidase
5t9c,P37965,Hydrolase
5t9g,A0A2D0TCC9,Glycosidase
5ta9,A0A2D0TCD6,Glycosidase
5tcd,Q6UWV6,Hydrolase
5tcj,P9WFX9,Lyase
5tdt,Q00456,Monooxygenase
5te2,P0A4X7,Aminotransferase
5ted,Q8Y9N7,DNA-binding
5tef,Q8TEQ6,RNA-binding
5tem,Q8DEM0,Oxidoreductase
5tg3,C0HK81,Hemagglutinin
5tg4,Q8RLA6,Hydrolase
5th5,O31677,Lyase
5thm,P08171,Hydrolase
5thq,A0A023PKG5,UNKNOWN
5thy,F4Y426,Multifunctional enzyme
5tif,P0ADA1,Hydrolase
5tjx,P03952,Hydrolase
5tjy,A5U6C6,Oxidoreductase
5tk8,O24769,Hydrolase
5tkl,Q8I8I2,Actin-binding
5tle,P00883,Lyase
5tne,A0A0H2ZD27,Hydrolase
5tp0,P35030,Hydrolase
5tpr,Q3M6C3,Lyase
5tpu,Q9ALS4,UNKNOWN
5tpv,Q9ALS3,UNKNOWN
5tpx,Q8IB67,Activator
5ts5,P0CC17,Antibiotic
5tsh,Q39VU7,UNKNOWN
5tsp,A0A0H2YQR1,Glycosidase
5tt5,P15042,Ligase
5tt6,P00971,Ligase
5tu5,F5B6Z0,Transferase
5tui,A0A059WYP6,Oxidoreductase
5tuk,A0A0H4TFU4,UNKNOWN
5tv1,P32120,Signal transduction inhibitor
5tva,O67575,Ligase
5tvf,Q587A7,Decarboxylase
5tvi,A0A247D6Y2,UNKNOWN
5tvw,F1Q9X9,Chaperone
5twb,Q2FEC4,Oxidoreductase
5twk,P0A8I8,Methyltransferase
5twm,Q99IB8,Helicase
5twt,A0A1S4NYF8,Oxidoreductase
5txi,Q2G2X6,Hydrolase
5txr,P09950,Acyltransferase
5ty3,P99999,UNKNOWN
5tz1,P10613,Monooxygenase
5tzd,F2RCL8,DNA-binding
5tzj,A0A0H3JPC6,Glycosyltransferase
5tzo,P18429,Glycosidase
5u00,O00408,Hydrolase
5u0l,A1U5W8,Oxidoreductase
5u0v,P0AC13,Transferase
5u19,Q2MG72,Methyltransferase
5u23,Q9ALS9,Aminotransferase
5u3e,P58906,UNKNOWN
5u3f,P9WQ75,Aminotransferase
5u55,Q9JN69,Dioxygenase
5u5g,I6R485,Oxidoreductase
5u5n,D8R6G2,Oxidoreductase
5u69,O75530,Chromatin regulator
5u7v,B9U139,Hydrolase
5u84,A0A383ZFX3,Hydrolase
5u8u,Q9I3D1,Oxidoreductase
5u8v,A0A0H2Z9F5,Oxidoreductase
5u97,Q7S860,Dioxygenase
5u9j,Q9NZN9,UNKNOWN
5uao,W2EQU4,UNKNOWN
5uas,A0A1W2VMZ5,Lyase
5ubg,Q5HSJ4,Glycosyltransferase
5ucd,Q84DC3,Oxidoreductase
5ud3,P56109,Lyase
5ufg,P20813,Monooxygenase
5ufn,Q2T5S0,Methyltransferase
5ugg,P00747,Hydrolase
5ugi,P00947,Isomerase
5ui2,P83689,Photoreceptor protein
5uij,U3GK13,Transferase
5uiv,Q59TV7,Kinase
5ujc,Q7Z144,Oxidoreductase
5ujk,Q84FY8,Oxidoreductase
5ul4,O24770,Isomerase
5ulj,A3LNL5,Hydrolase
5umb,Q05866,Chaperone
5umy,A0A125SA29,Dioxygenase
5uoy,Q01064,Calmodulin-binding
5ups,A0A0A0V031,UNKNOWN
5uqd,Q9GRZ3,Dioxygenase
5uqr,Q50I20,Acyltransferase
5uqu,B0YD89,Transferase
5ur0,D2W142,Oxidoreductase
5ur2,Q6MNK1,Oxidoreductase
5ur6,O49686,Protein phosphatase inhibitor
5uu1,Q86Y07,Kinase
5uuf,Q816E8,UNKNOWN
5uv2,A0A1C9J6A7,Lyase
5uvf,Q99986,Kinase
5uwa,P0ADV7,UNKNOWN
5uxc,C7MEP1,Transferase
5uxf,Q8VC28,Oxidoreductase
5uxh,Q9H488,Glycosyltransferase
5uxm,Q9I000,Transferase
5uz0,P31939,Hydrolase
5v03,P0DP23,UNKNOWN
5v13,Q16Y94,UNKNOWN
5v1b,Q96KS0,Dioxygenase
5v1t,A0A0Z8EWX1,UNKNOWN
5v2j,O22822,Glycosyltransferase
5v2l,Q837E0,Lyase
5v3d,W8UNW6,UNKNOWN
5v4y,Q72874,Aspartyl protease
5v59,P49588,Aminoacyl-tRNA synthetase
5v5d,O40922,Hydrolase
5v7g,Q92LZ4,Oxidoreductase
5v7p,D6WJ77,Methyltransferase
5v87,Q6PKG0,Repressor
5v8k,Q1MX24,UNKNOWN
5vac,B9RU15,Chromatin regulator
5vcc,P08684,Monooxygenase
5vcm,Q10469,Glycosyltransferase
5vcz,Q99640,Kinase
5veg,A5VM92,UNKNOWN
5veo,Q9EQG7,Hydrolase
5vgr,Q6DD88,Hydrolase
5vgs,P59082,Isomerase
5vhc,Q05B79,Activator
5vi0,C3K795,UNKNOWN
5via,Q4QC30,Oxidoreductase
5vit,Q9I6T0,UNKNOWN
5viv,A0A161I5N6,Kinase
5vj0,E3G9I4,Oxidoreductase
5vje,P0AB71,Lyase
5vjn,P49435,Glycosyltransferase
5vka,P32021,Dioxygenase
5vkt,C5XC49,Oxidoreductase
5vlc,G7IKX3,Oxidoreductase
5vle,H6UQI0,Hydrolase
5vmt,B4RPP8,Oxidoreductase
5vn0,Q03Q85,Oxidoreductase
5vnl,O95486,UNKNOWN
5vo3,P44514,Hydrolase
5voh,M5B0V2,Oxidoreductase
5vop,Q5SKM5,Methyltransferase
5vp5,A0QPE7,UNKNOWN
5vps,B1YU47,UNKNOWN
5vqe,A0A2R2JFS5,Glycosidase
5vvi,P0A4T4,Activator
5vw4,B4G043,Oxidoreductase
5vws,D6Y4Z8,Monooxygenase
5vxa,Q8N4P3,Hydrolase
5vxc,Q8N0X4,Hydrolase
5vyq,P9WKZ3,Transferase
5vyu,F8WJP6,Transferase
5w0i,P45481,Activator
5w0o,Q5VYS8,Nucleotidyltransferase
5w10,Q72MQ6,UNKNOWN
5w2i,Q8NFU5,Kinase
5w2q,P9WQD9,Acyltransferase
5w3k,Q2FWK4,Oxidoreductase
5w3x,A0A0S4VB05,Acyltransferase
5w5r,P39669,Nucleotidyltransferase
5w70,Q4R0W2,Aminotransferase
5w75,B9K884,Elongation factor
5w7e,O35298,Hydrolase
5w7k,A0A1B2TT18,UNKNOWN
5w7m,B6HJU2,Hydrolase
5w7p,A0A1B2TT09,Methyltransferase
5w8j,P00338,Oxidoreductase
5w8x,P10441,Glycosyltransferase
5w99,U5Q3T2,UNKNOWN
5wan,P75898,Monooxygenase
5wc2,Q15645,UNKNOWN
5wc4,K9MST3,Acyltransferase
5wcj,Q8N6R0,Methyltransferase
5wcm,Q89GW5,UNKNOWN
5wcz,O06994,Glycosidase
5wde,Q9BVG8,Motor protein
5wdh,Q9BW19,Motor protein
5wdk,A6LE66,Aminopeptidase
5wdr,F2UBE5,UNKNOWN
5we8,Q9H4A3,Kinase
5wed,F5L3B8,Oxidoreductase
5wgc,Q54816,Acyltransferase
5wgg,A3DDW1,UNKNOWN
5wgx,L0E155,Monooxygenase
5wi3,I6YCI1,Hydrolase
5wid,Q8TPV5,UNKNOWN
5wje,Q59DX8,Acyltransferase
5wjj,Q16539,Kinase
5wl0,Q67296,UNKNOWN
5wlo,Q72498,Aspartyl protease
5wm2,A0A140DJY3,Ligase
5wnl,Q9ERK0,Kinase
5wno,P24348,Developmental protein
5wo0,P06746,DNA-binding
5wp4,Q9FR44,Methyltransferase
5wp5,Q944H0,Methyltransferase
5wpb,Q9UBN7,Actin-binding
5wpj,Q8DNS5,Oxidoreductase
5wqi,Q0C8A2,Isomerase
5wqj,Q99J99,Transferase
5wqp,Q9HWU9,UNKNOWN
5wr5,P43133,Hydrolase
5wre,L7R9I1,DNA-binding
5wri,O60507,Transferase
5ws7,P36639,Hydrolase
5ws9,P9WKE5,Kinase
5wt2,O25008,Transferase
5wtz,X5I2D7,UNKNOWN
5wuw,A0A192ICX3,Oxidoreductase
5wx3,A0A1W7GKH6,Acyltransferase
5wx6,A0A1X8XLG1,Acyltransferase
5wx7,A0A1X8XLG2,Acyltransferase
5wxb,A0A167V0D5,Helicase
5wy0,Q5T8I9,Methyltransferase
5wyq,Q02RL6,Methyltransferase
5x02,P36888,Kinase
5x03,P94426,Activator
5x0j,Q5JD03,Kinase
5x14,E0TW95,UNKNOWN
5x17,Q9DC28,Kinase
5x1n,G2IQS7,Methyltransferase
5x20,Q3Y316,Oxidoreductase
5x23,P11712,Monooxygenase
5x30,P13254,Lyase
5x3d,P96074,Isomerase
5x3r,Q9L8G8,DNA-binding
5x40,O68106,Translocase
5x49,Q9NQH7,Aminopeptidase
5x4k,Q8TZE0,UNKNOWN
5x5h,Q79VD9,Transferase
5x5m,Q929T5,UNKNOWN
5x5o,Q9NYL2,Kinase
5x5u,Q1JUP4,Oxidoreductase
5x62,P53934,Methyltransferase
5x66,P04818,Methyltransferase
5x68,O15229,Monooxygenase
5x6j,P84139,Kinase
5x6k,A0A2R2JFU5,Kinase
5x7n,P09890,Decarboxylase
5x7p,A0A193PKW5,Hydrolase
5x86,Q5SHX3,Kinase
5x8f,P23971,Ligase
5x8s,G1RH57,Developmental protein
5xbi,Q9HUT5,Activator
5xc5,Q5UQ27,UNKNOWN
5xdc,Q9LBX2,Monooxygenase
5xdh,I3IL56,UNKNOWN
5xdt,Q6GHP9,UNKNOWN
5xe0,F1T146,Helicase
5xeg,Q10BI6,Dioxygenase
5xet,A5U150,Aminoacyl-tRNA synthetase
5xey,B1MK49,Hydrolase
5xfv,Q57U83,Oxidoreductase
5xgv,K7QRJ5,Isomerase
5xgx,Q484B6,Hydrolase
5xh3,A0A0K8P6T7,Hydrolase
5xhr,P05364,Hydrolase
5xih,S8G8I1,Aminoacyl-tRNA synthetase
5xio,Q5CWN3,Aminoacyl-tRNA synthetase
5xj7,O66905,Transferase
5xjn,Q8NSW2,Monooxygenase
5xk7,M4T4U9,Transferase
5xkd,Q8GRC7,Monooxygenase
5xkr,A0QY90,UNKNOWN
5xls,P0AGM8,UNKNOWN
5xlx,O87131,Methyltransferase
5xly,Q9HVI1,UNKNOWN
5xm3,A3FJ48,Oxidoreductase
5xmv,A5K8L9,UNKNOWN
5xnc,Q5JIZ3,Transferase
5xru,A0A2R2JFU6,Kinase
5xs2,P49336,Activator
5xtg,G9G7I7,Oxidoreductase
5xu8,O75604,Hydrolase
5xun,A6THQ8,Acyltransferase
5xv0,Q8PYN5,Oxidoreductase
5xva,O96013,Kinase
5xvb,A0A3B6UEP7,UNKNOWN
5xvk,O55239,Methyltransferase
5xvq,F7ERX8,Methyltransferase
5xvr,E6MVV9,Glycosyltransferase
