PDB_ID,UniProt_ID
6f3p,Q9I685
6f4k,A0A384E145
6f5v,Q9SIE1
6f5z,D4GYL4
6f6r,P29466
6f71,A0A384E158
6f72,G2QDQ9
6f74,G2QMS8
6f77,Q02635
6f7b,O43683
6f7l,Q83X90
6f8a,A9FDB7
6f90,Q8A325
6f92,Q8A0Q6
6f97,E4QP00
6f9g,Q88NI1
6f9q,A0A3Q8GLE8
6fbc,P19821
6fbz,G0SCU4
6fc1,P07260
6fch,P07741
6fcx,P42898
6fd3,O75914
6fdf,P40999
6fdm,Q9BVS4
6fex,Q08345
6ff8,Q13637
6fgc,Q03555
6fh3,P0DMM5
6fh4,A0A0C3K8Q6
6fiy,A0A0W8ATM9
6fjk,Q93YN9
6fku,Q72KD3
6fkw,I0JWN7
6flo,Q9GU80
6flz,Q53J09
6fm7,A0A175VLQ4
6fmc,O14786
6fn2,A8J8W0
6fng,P29317
6fnm,P54760
6fnu,P46151
6foq,Q9KHK2
6fqz,Q8IKT2
6fs8,Q5V8Z9
6fsg,Q81G35
6ft8,P49759
6ftb,Q7A0I6
6ftf,Q4DSV5
6fu4,Q9I0I4
6ful,O15550
6fv4,A0QU89
6fws,P27296
6fxr,O60568
6fyj,I3DZK9
6fyl,P49760
6fyq,A0A4P1LYG1
6fyr,P49761
6fyv,Q9HAZ1
6fzh,P68777
6g01,C6KP13
6g15,A0A0H2XK72
6g1b,Q8NP91
6g25,Q9BZ95
6g28,P54922
6g3r,P0DMV8
6g40,O08760
6g58,P63479
6g5o,G0L713
6g60,O69787
6g71,A0A4V8GZW5
6g77,Q9UK32
6g7n,Q10Z45
6g96,A0A0F6B5X4
6g9s,P0AD65
6g9u,Q16790
6g9x,A0LNN5
6ga0,Q97VW7
6gam,P0ACE0
6gaq,Q81AM1
6gar,Q81IK1
6gas,Q816D9
6gcc,A0A3F2YM29
6gd6,P00044
6gdy,Q6NYC1
6geh,Q080S8
6gfa,Q92598
6gg7,Q8DIW5
6gg9,Q88E39
6ggc,P04637
6gh3,D7UT17
6ght,O69061
6ghv,Q9NNX6
6gi2,Q9I0F2
6gio,Q06K28
6giu,P29218
6gj2,F6MIW5
6gk5,A9ERX9
6gkv,Q948P7
6gmf,A0A017T5A5
6gmo,O23736
6gna,Q97EM8
6gnc,Q97IU2
6gnf,V5SNJ5
6gno,Q9PTT3
6gpu,P93025
6gq3,P08243
6grg,P23186
6grh,P23185
6gsg,Q2UNF9
6gsv,P04905
6gu2,P06493
6gur,Q4WF29
6gvd,G4FEF4
6gw1,Q5F4T5
6gw4,A0ZNP3
6gwi,E1V913
6gxg,O77404
6gxv,A0A3P8MUS3
6gyh,I0YUS5
6gzd,P48729
6gzt,B0B9A0
6h0b,Q8N4A0
6h17,Q1DB04
6h1e,Q9Y5N5
6h1h,O00625
6h1l,F2Q7T0
6h21,A0A0H3JNB0
6h2u,Q9NRN9
6h3d,A0A0H3JT80
6h3o,T2M2J4
6h40,K5B7F3
6h45,Q9BXR0
6h4g,Q385V6
6h59,P9WPG7
6h5e,A0A0H3JUU7
6h5w,P12821
6h6x,A5D4Z9
6h7e,O95398
6h8s,P54830
6h96,Q8KRS7
6h9x,W9BNU9
6hah,B6HWK0
6haz,P51531
6hb5,P0AGJ9
6hbd,A0QT50
6hbz,Q6MPU8
6hcp,Q76HJ9
6hcu,Q8IDJ8
6hcw,Q5CR27
6hde,P06968
6hdt,A0A493R6X0
6hdu,P57729
6hdx,I3VE75
6hdz,Q9I0M6
6hfx,Q04LE4
6hg6,A0A1S8QGT2
6hgi,P01011
6hh2,O14966
6hh4,H3BCW1
6hhx,Q5SKD2
6hhz,A6T6Z0
6hiu,G1UBD9
6hjf,Q4DA80
6hke,Q6N446
6hkq,P36969
6hkv,E2ESL7
6hl7,O15804
6hlx,O50260
6hm1,A8GFD6
6hn0,P14639
6hn1,A0A452F7K4
6hnd,A0A1D8PMC5
6hns,A0A063Y6V3
6hnu,C4YJ02
6hoy,Q8N6T7
6hq7,Q6MLN6
6hqd,G3LGZ6
6hql,P0DPQ7
6hro,Q05320
6hs0,O53623
6hsd,F2RGC9
6hsh,A5H660
6hsj,Q6P4V5
6htn,A0A2T6C3M6
6huy,F0S2B6
6hvi,Q16875
6hwl,A0A1H7TQR5
6hwr,P80366
6hxi,A0A1V4VDZ9
6hxp,Q75VX1
6hxu,P62745
6hyi,Q86RB0
6hyj,P78330
6hyt,Q14562
6hzg,A0A4V8GZY5
6i01,O94923
6i0x,Q9RQJ2
6i18,Q16658
6i1i,P0AD68
6i20,C5NSW6
6i30,A0A2Z4BUZ1
6i4b,Q08210
6i4e,Q8I4X0
6i4m,Q4YU79
6i4r,P09622
6i55,Q54A96
6i5b,D5XBK3
6i6r,P35475
6i6v,P35270
6i8b,Q9Y657
6i8m,P26446
6i8p,Q9RKQ2
6i8v,P39760
6i8x,P55776
6i96,Q9I116
6i9a,Q51817
6i9k,B1B1U5
6ia7,Q381A3
6ici,Q7RTP6
6icl,H9N290
6icn,H9N289
6iej,P49147
6iey,G3CR02
6if3,Q15286
6ifb,N9TFI9
6ift,P37468
6ig4,O74339
6ih1,A0A0H3AJ04
6ihe,A0A088E2H7
6ii6,P61204
6ii7,Q8IJA9
6iik,P54578
6iix,Q70AY4
6ijn,Q8LPL7
6ik9,D3XFN7
6ils,A1A6H3
6im3,C0QRB5
6ime,P9WFF7
6ini,Q6VAB4
6io1,B9L0K9
6ioc,I7F541
6ioi,A0QSZ0
6iox,B2RK03
6ipw,A0A5A4PV77
6iri,Q8DJI7
6is0,A0A0R4IKJ1
6is1,Q2YY03
6isv,M5A8V4
6ite,P0C0G6
6itk,Q8NN33
6itl,Q65T37
6iub,O25759
6iuy,Q52ZA0
6ix8,B8NJH3
6ixd,Q5RZ08
6ixm,X2D0L0
6ixt,A0A096P8D3
6iy9,P09979
6iyf,B8XX90
6iyk,P10378
6izx,P14340
6izz,Q5I3C1
6j0g,O00478
6j17,P9WNA9
6j18,P9WNA5
6j19,P9WNB1
6j1e,O67224
6j28,Q72L89
6j2b,C8CP57
6j2m,Q93ZG9
6j2v,Q8NT35
6j38,X5IYZ1
6j3p,Q92830
6j4p,Q86V25
6j5x,Q8NLC0
6j5y,Q9I111
6j61,Q5SJB8
6j64,P49773
6j72,I7FE16
6j7b,Q7L8A9
6j7l,Q9HZZ1
6j7u,D6NKF4
6j83,A0A077KEB8
6j85,A0A1M4Y7D5
6jao,Q5SLD7
6jaw,A0A221ZS22
6jbd,Q5JHF1
6jbr,G4NHF4
6jc7,H8Y6N2
6jcl,O07431
6jd5,O05450
6jdi,G3XCV0
6jdk,A7HU16
6jfk,O95140
6jga,Q9XEI3
6jig,Q57ZS7
6jil,D2Z030
6jim,A0A076V769
6jkm,A1Z6I7
6jls,T2HUM4
6jmv,P42264
6jnk,Q53TZ2
6jo0,G8DI69
6jo3,Q9HJH3
6jom,Q4AA29
6jp9,Q58531
6jpl,P38238
6jq8,Q8GJ95
6jqb,P22963
6jqx,P0CT50
6jsa,Q8NTB9
6jsb,Q8NTB5
6jtc,B2RID1
6jtd,A0A4Y5RXX8
6jtg,O60313
6ju1,P20586
6ju9,A0A1S9DK56
6jum,A0QR77
6jv0,P74535
6jvw,G2IPX5
6jw7,Q6L737
6jwf,A8P0V4
6jws,Q25704
6jxn,G9QLG5
6jyg,D0N3N0
6jyx,A0A0H2UNH0
6jz2,Q6W7J7
6k0g,E8MF10
6k13,I7J7V6
6k1n,B4SII9
6k2l,A0KMJ5
6k2q,A0KIZ1
6k35,D9ISE0
6k38,Q55650
6k3g,Q6V4H0
6k3l,J9VNH4
6k4x,G5ELM3
6k7c,D4ZE39
6k8h,D1C218
6k8k,Q96524
6k8p,A0A410UCT3
6k8t,A0A1A7BFR5
6k92,A0A3S7X3C0
6k96,A0A1B4ZC85
6k9z,Q8ZXN7
6ka2,A0A2U9GGW3
6ka6,W7JP72
6kaj,Q9H9S5
6kb0,Q07869
6kbj,E7E2M2
6kbw,A0A0B5RNJ4
6kby,Q9XB24
6kc5,Q96EP0
6kcv,A0A249T061
6kdu,P9WNV1
6kfq,Q1AUE6
6kfw,A0A290YXM6
6kg2,P13995
6kgu,L0T911
6kho,Q6ZJK7
6kia,A0A1C9HA64
6kij,P76318
6kiy,Q9X265
6kj0,G8GLP2
6kji,Q4WAZ0
6kjq,A0A0U1X4V6
6kju,Q9KKM5
6kko,Q9I6W1
6kli,Q2PAJ1
6klk,Q9I676
6kme,Q588D6
6kni,A0A0H3JPF2
6koj,Q9Y5W9
6kp7,D9N170
6kqk,Q97YJ9
6kqx,O34539
6kr5,Q401L7
6kri,Q3L887
6kse,O53666
6ksf,P0CB42
6ksm,A0A0U1MWF9
6ktk,K7ZP76
6ktq,Q4J989
6ku3,Q8S0S6
6ku8,E5D8F2
6kun,Q01IX6
6kv9,A0A003
6kxf,A0A1Y1BW67
6kxh,A0A0K2AJY3
6kxi,E5KIY2
6ky9,A0A2X0SE53
6kzd,Q16288
6l0q,Q9YBL2
6l1l,P39643
6l1p,A8MW92
6l1q,B7J5E4
6l2c,B0XMC1
6l2u,Q27RN2
6l3m,Q8KUH4
6l3n,A0A1U9Y7T8
6l40,Q2YSF8
6l5o,Q9NR30
6l6o,A0A109NYM0
6l70,K4L9I6
6l7v,Q4E2I1
6l8h,Q6TBX7
6l8i,Q93VK5
6laa,A0A0K6ITW2
6lb2,A0A1E1GJG5
6lbl,P52699
6lc8,A0A0A0Q7Z8
6lce,A0A0A1GL90
6lcy,Q9R0N7
6ldb,D2Q7B1
6ldr,Q60358
6lf6,A0A096SRM5
6lg2,Q8NN31
6lgi,A0A077JI83
6lgv,A0A380PV03
6lh4,Q9BQ69
6lis,Q65199
6lit,O95718
6ljj,A0A480PG39
6ljl,B3C5J6
6lk1,P07839
6lkc,B8CQB6
6lkk,X5DVD1
6ll5,A0A0H3GRR0
6ll8,L8AXY8
6llz,A0A0A1HA03
6lm1,A0A218QMM7
6ln3,Q9YDD2
6lna,P77649
6lon,E5Y7I4
6loo,A0A094YZ24
6loz,P16094
6lpf,Q9P2J5
6lpn,Q8N465
6lpv,O64470
6lpw,O80467
6lrg,Q8YMD9
6lt6,B2ZHY7
6ltv,A0A0S4TKQ5
6lx2,Q06801
6lzi,O67518
6m0a,Q8LDU1
6m0e,B2IF78
6m0q,Q50925
6m12,A5H025
6m1x,C4M5P9
6m2f,Q58380
6m4q,A0A286SBY7
6m4s,M1GMS4
6m65,A0QUZ2
6m90,Q9Y297
6m9a,Q7VTL8
6map,P77588
6mb1,A0A1G4HIY1
6mb6,Q51405
6mbk,Q86TU7
6mcj,A0A0D6L0Q7
6mcp,Q5ZU83
6mcw,Q603T8
6mdf,Q8PW39
6mdw,Q9H040
6mfl,Q76HK0
6mfx,Q70LM7
6mgb,A0A179D1D1
6mhf,P08753
6mjg,A0A4S8L4Q5
6mjm,P20815
6mkq,A0A0U3IB62
6mpt,Q7WY78
6mq9,Q8IYM1
6mqf,Q9I834
6mrv,A0A4S2B4D9
6ms7,P37231
6msn,E9AE57
6mso,Q4QAU9
6mt7,Q06KA2
6mtj,Q2N0S6
6mvm,A0A0H2Z901
6mvs,A0A0Q3EUQ3
6mw7,A6NHR9
6mw8,K3WC47
6mwe,Q02763
6mxc,Q38CA1
6mxx,Q12888
6myj,P83467
6myw,A1E8I9
6mz1,Q9L5C7
6n04,A0A1V0QH64
6n0b,Q16181
6n0x,E8N6F3
6n10,O23722
6n19,Q9NUW8
6n2n,A0L8G5
6n3p,P0A6Q6
6n43,Q16878
6n4l,P00459
6n59,P29166
6n5h,G0R7E2
6n67,G0S6G2
6n6q,V5UQK0
6n6v,Q9L4P2
6n7a,P23458
6n8y,P08238
6n92,P52045
6n9l,Q9WYV0
6n9r,A0A023DFE8
6nbp,A0A4P1LYI6
6nc1,P10121
6ncj,F2WR52
6nco,P02649
6ncx,A0A1E3AEY6
6ncz,A0A174EHD1
6ndl,Q2G258
6nec,P07949
6nem,C6H0Y9
6nes,B8M9J8
6nic,G7JT50
6nie,G8XHD5
6nj0,P37353
6nkm,L0E2Z4
6nll,Q9HY79
6nmx,A8HUA2
6nne,A5U6B6
6no3,B3FHP0
6nop,B7KMS4
6nor,Q70KD1
6npa,A0A4V8H040
6npc,A0A4V8H042
6nr6,A0A166Q2C7
6nrh,P09874
6nsd,W5VG40
6nt2,Q99873
6ntj,C4NV15
6nvu,Q9X6W1
6nwd,Q7NP59
6nx0,Q2T6B0
6nxi,A5F5Y3
6nyo,Q712K3
6nz4,Q8EG04
6nzg,A0A414F142
6nzt,S4UY05
6o04,P9WK11
6o0a,A0A4V8H045
6o0f,P31226
6o0w,V9M398
6o11,P77444
6o15,P39353
6o1e,Q14149
6o1t,P79125
6o3p,Q9DCN1
6o4w,P22303
6o5i,O00255
6o65,Q9ZUB3
6o6e,Q4KCY5
6o6y,B6YWC3
6o7y,A0A2V2VRR6
6o9a,Q9RXE3
6o9p,A0A0A0RDR2
6o9s,P0A0B1
6o9u,D9N164
6oar,B8PWH5
6ob7,Q99808
6ocn,P04746
6odd,Q9HD34
6ogl,A0A4P8EW36
6ogp,Q8ULI2
6ogs,O38885
6ogt,O38893
6oh6,A0A158RFK9
6oha,Q07729
6ohk,Q8RFH4
6oic,Q9Y6N5
6oid,Q9LEW8
6oii,Q1HRL7
6oin,Q9H7Z6
6ojb,Q4WX16
6ojd,Q5J1Q6
6ojx,Q39VU6
6oko,Q9QZL0
6ol8,A0A024FRL9
6om4,Q47506
6om5,A0A0M3G7Q5
6om8,Q19905
6omq,A0A0A0UVH9
6oms,Q9LYU4
6on3,A0A5H1ZR51
6on4,P0A8W0
6onc,Q72A99
6onf,A0A0M3KKW9
6ooe,I7AP60
6oog,Q9GTX8
6ooi,P48501
6ops,Q8ULI9
6oqo,Q00534
6os6,A8M6W6
6ouv,Q9RUB5
6ovt,P9WKJ5
6ovx,Q194Q1
6ow4,A7A7R9
6ow7,Q8DP79
6owe,E4N096
6oxd,P9WJK5
6oyd,P12497
6oz5,P08312
6ozb,Q8YTL8
6p02,P9WIL3
6p0c,P18858
6p0i,P11233
6p14,Q8I0P1
6p29,A0A167HII1
6p2u,P38646
6p3h,Q0KJL4
6p44,K5BJ73
6p55,P08149
6p58,Q8DLC7
6p5r,B6SBM0
6p5s,Q9H2X6
6p5u,A0A2P1BT02
6p63,Q9L069
6p73,Q8EAC7
6p78,B1C2R2
6p7z,Q9H7B4
6p80,D7Y2H2
6p88,P21645
6p8j,P0DTF7
6p9e,Q9NZH8
6p9q,P0A722
6pbd,P0CAW2
6pbp,Q9HUX5
6pc3,B5ZA44
6pcd,Q88N39
6pck,O95989
6pd2,Q73MU2
6peu,Q58494
6pfj,F2RFR7
6pgl,W0TCJ5
6pgn,A0A1J1JDI6
6pi6,Q936X6
6pid,A0A0J7JFD7
6pk1,Q56YA5
6ppy,H2VFG5
6pq1,A0A0D6KM24
6pt8,Q58993
6ptx,Q09E27
6ptz,A0A2I0LZR8
6pud,Q95460
6puq,B6K6D6
6pvj,L0E4H0
6pvy,P0AEG4
6pw1,Q3J5A7
6pwg,A0A085GHR3
6px2,A0A3F2YLZ0
6pxh,K9N5Q8
6pxu,Q8IXK2
6pxx,Q6XEC0
6pyp,P21695
6pyz,P48775
6q1l,B9K712
6q2c,L8GJB3
6q2e,A5UMY5
6q2p,Q8CBB9
6q2u,P00106
6q32,Q39054
6q4b,P24941
6q4t,P77933
6q55,A0A0S4TJL4
6q6n,P04062
6q71,P94494
6q7j,Q5BAS1
6q7p,O58216
6q8e,D1CCW1
6q8j,Q2TAY7
6q8n,A0A1L9WG58
6q93,C1DI30
6q9l,Q00987
6q9y,O15151
6qav,Q8IYT8
6qcb,P07339
6qcl,Q9AJC4
6qdj,P02566
6qe4,Q5T440
6qe6,A0A0C3A3T0
6qe8,P55329
6qfe,Q9Y337
6qff,Q92876
6qga,A0A0K8P8E7
6qhg,A2SZS3
6qi4,P62166
6qkb,A1B8Z1
6qkg,E1YD54
6qkj,G2LET6
6qlg,A3F715
6qlv,A0A072ZCW8
6qmm,Q31QK9
6qok,B1MDI3
6qp0,G0SHI1
6qp3,Q08432
6qq0,I6NAW4
6qrl,Q9ABT2
6qsi,Q4KB02
6qu0,A0A0B0IKH9
6qu3,O15648
6qva,Q8KE09
6qvt,P15907
6qw5,P37800
6qx6,L1IWQ9
6qxl,Q9HW72
6qxr,B1MD73
6qyc,P0DSN4
6qyi,Q57160
6qzo,A0A0A0BZU2
6r0r,Q5Y389
6r1b,P71619
6r1d,A4TVL0
6r1m,P0A8L1
6r1n,P95689
6r2u,P25311
6r3w,P9WFG7
6r3x,G3XD46
6r48,Q59987
6r4j,Q06210
6r4v,O95749
6r5e,P49642
6r5n,Q9I311
6r77,H3ZMH8
6r7d,Q16873
6r9h,O00560
6rar,A0A0A2ACP7
6rb3,B1MFK2
6rd1,A7B555
6rd2,Q8N8S7
6rft,A0A1M9A4M7
6rg2,Q7N8I8
6rgu,C7BLE4
6rhf,B8GAY9
6rht,E0NE46
6riv,Q9ZS17
6rjn,C1PHG1
6rjo,A0A2I4PGZ0
6rjr,Q6CR58
6rk0,C1DK98
6rk4,P10547
6rkj,B3EYM9
6rl5,Q9ZEU7
6rlt,D0A7P1
6rm9,G0SEG4
6rni,P53634
6rnk,Q6IYF9
6rnw,Q8DLC1
6rqk,Q8XNB2
6rra,A0A0H3ASL8
6rrp,Q9I188
6rt8,A0A2P1GIW2
6rte,Q9I609
6rts,O85725
6rtw,Q13635
6ru1,A0A0A7EQR3
6rvz,Q5VTE6
6rx8,Q11KV9
6rxe,B7GTV0
6rxq,P75960
6ry6,G0S3F2
6ryk,Q1D3H3
6ryp,Q6GHN9
6ryz,A4X3Q0
6rzh,P17931
6rzq,K7NTP5
6rzr,Q7WYA8
6s0g,M2XAQ9
6s0u,Q6L732
6s1s,Q541D8
6s1y,A0NFU8
6s20,Q8A2H2
6s22,H0ZAB5
6s2b,E5D0X5
6s2g,J7HDY4
6s2m,P02689
6s2p,A0A3Q7EK40
6s2z,Q7GDB3
6s32,K9TVC9
6s38,Q88JK6
6s3a,P03313
6s3h,K7RJ88
6s43,P9WN93
6s54,A0A2S8XV37
6s5k,P55055
6s5m,Q94LW9
6s6c,P96787
6s83,Q8TZW1
6s8b,F0NDX2
6sa1,A0R5T1
6sbc,A0A2D1CM82
6sbq,O96935
6scg,P0A9Q7
6scz,P9WQA9
6sd8,Q6MJ59
6sdk,P26497
6seb,A0A023UGN9
6sfe,P24670
6sfh,Q2YWJ9
6shu,P0CL55
6sir,A0A1Y2HEJ3
6siy,A0A022MRT4
6sj3,A0A022MQ12
6sjj,A0A160HRF0
6sjn,B8FUR2
6sk4,Q24SP6
6skq,A0A386YIZ1
6skr,Q7BNC2
6slf,Q8GGD4
6sll,D3EKC1
6slo,Q9UHX1
6smn,Q94C74
6smr,O23254
6smt,A0R5X0
6sp6,A0A223A5J4
6sp9,P47811
6sqg,F2Y2Z0
6sqw,Q9QY93
6sr9,R7S7J5
6srn,Q9JN89
6st0,Q47537
6su3,A0A2R4S913
6suk,P08473
6sul,A8FAR5
6sw2,Q9HWJ1
6sxr,Q8NK89
6sy1,Q96HY7
6syv,B1ZMF4
6sz8,A0A2K6KCS5
6szh,V5VCK8
6szm,Q04771
6szp,O94760
6szu,H6QM92
6szx,Q96MU7
6t1b,P84138
6t1t,Q5PXH3
6t3v,C7E5X4
6t5x,P0A2C9
6t62,V5VHN7
6t6n,W8VGR4
6t6x,K4MHV9
6t74,A0A140UHJ0
6t77,W9B6I8
6t7j,B7R5K0
6t85,Q8CVD0
6t95,A4HSF7
6tbi,B3PBE0
6td0,Q9F663
6td7,A0A2K3CTN8
6te6,Q8TEK3
6tek,A0A100XEC2
6teq,B7GUI0
6tfb,Q61091
6tfl,B0R5R2
6tfv,P00533
6tfx,O50271
6tg3,Q44384
6tgd,M4JT39
6tge,P55818
6tgu,P19784
6th0,Q6NLS5
6thc,A0QWT2
6tho,Q8YY76
6tj0,P37657
6tj9,P27302
6tjr,D8JT26
6tk6,N0DKS8
6tkv,Q9BYC5
6tn3,Q4WAR0
6tnh,G3FFN6
6tod,O43613
6tor,Q8TBG4
6toz,I3P686
6tp5,Q9NXG6
6tp9,Q51479
6tqs,Q8NHP6
6tr1,P0A3X9
6tsk,L0N6M2
6ttn,Q6EZB3
6tu9,Q01973
6tug,E6LHV2
6tuk,Q47QF8
6tv9,Q51480
6twk,E1V7W1
6twm,Q5LUB5
6tym,Q14145
6tyn,Q8Z6A3
6tzx,P43075
6u09,P63073
6u0j,P0AAI9
6u0p,W0C4C9
6u1k,Q5SHZ3
6u1v,I2MTW3
6u1y,Q9CZP5
6u26,Q8NBP7
6u2s,Q2FXB1
6u3f,Q5FBD2
6u49,P09616
6u5l,Q96C45
6u60,Q81P63
6u6a,A0A1D8PKB4
6u7a,O69689
6u8l,P61964
6u97,Q74AE4
6uak,A0A3D0LE54
6ubl,B2BM43
6ubo,P0A901
6ud7,Q66K64
6udv,Q07820
6uek,Q4D9S6
6uel,P31327
6uex,Q99Q02
6uez,Q16850
6uff,Q8YVV8
6ugl,A0A0F0AZW0
6uiq,P36871
6ull,P42981
6umk,P0A9A6
6un0,P16113
6und,Q4K977
6unp,Q13873
6up4,Q8VHK9
6upe,E1WGG9
6upf,P60174
6uqy,Q9HUP2
6ura,A0A160T9D2
6usc,Q8WWA0
6ut5,C5A3Z3
6uuy,A0A094ZWQ2
6uv3,Q92841
6uw7,A0QTG2
6ux9,P48426
6uxj,A0A0R0IK90
6uxl,K4FW35
6uya,Q9NWZ3
6uyb,Q15562
6v0p,O14744
6v0q,Q9NPI1
6v33,A0A0N8R1B2
6v3w,Q9H0J9
6v40,Q8Z6A5
6v4c,A0A1S4K3K8
6v6u,P61586
6v6y,Q5SJ94
6v7g,P50477
6vaw,P02872
6vby,Q94IP1
6vch,A0A128A3G4
6vcq,P0A776
6vct,U3N5X4
6vcv,Q4WLV6
6vcy,P23686
6vd1,P17562
6vdd,A0QYZ2
6vdq,B0CN28
6veo,Q9ULI0
6vgc,P20292
6vh0,T2B9U0
6vh6,P03211
6vhe,Q2FUY3
6via,Q1LCS4
6vik,Q9D4V7
6vjv,Q58M74
6vkz,A0A386KZ50
6vl4,O14684
6vlc,A0A0U1RGY0
6vlg,Q9WTS2
6vlo,Q5UR12
6vo6,Q0P8I7
6vr6,P49189
6vr8,E3GZ29
6vrf,Q6IQ55
6vta,Q52424
6vtb,D2W2Z5
6vtj,D3E027
6vua,P28907
6vve,Q5ZSB6
6vvg,A0A097P1P8
6vw4,C7PWR4
6vwo,P0AEW6
6vxe,A0A031WDE4
6vyd,I1RDR8
6vzw,A4Q9E8
6w1h,Q88CC1
6w1i,P42085
6w1k,Q337M4
6w35,K7CID1
6w39,O75460
6w3r,Q0P864
6w3z,A0A0J9XTC4
6w44,Q9UJM8
6w54,A0A060TAG5
6w57,Q4DJ68
6w65,Q8N5Y8
6w6z,V5VB82
6w8b,Q9Y6K1
6w8m,Q8JUX6
6w9l,A0A1X8XLE9
6wb7,Q8RMD4
6wbq,F1QCV2
6wce,B0BUC2
6wcv,P53597
6wel,Q03611
6wfi,Q9L2C2
6wfo,Q9GZZ1
6wgw,Q2GB12
6wh5,P9WP99
6wja,Q4KCF6
6wk3,D0MGT2
6wk9,U2EQ00
6wlf,A0A1I7RPU0
6wmm,Q9NY97
6wn0,Q6NCZ6
6wnk,P9WHT9
6wp9,Q82H41
6wpg,Q5ICL9
6wpl,A0A1B3EAY9
6wpu,A0A0M4U3V7
6wqt,Q8PMP0
6wr1,P05093
6wrt,Q57834
6wsb,Q3JLL8
6wsi,P9WKK7
6wt2,A0A0U1RIB4
6wt4,P0DUD7
6wte,E4N8S5
6wug,O13836
6wyc,P0CE13
6wzw,Q9NR48
6x19,P43220
6x1z,Q9X1X0
6x27,P36776
6x6u,I6V2C3
6x6z,P12689
6x7n,Q8GGP1
6x7t,A1YIY3
6x94,Q8PYJ6
6x9c,F7X6I3
6xb3,P08358
6xb4,V9XTR0
6xb9,C1DN94
6xbb,B5HNG5
6xbo,Q61420
6xcf,P0DPI0
6xcg,O96028
6xex,H9XP47
6xfi,Q8NAT1
6xhn,P0C6U8
6xht,Q2G1C0
6xi9,C6XW09
6xiy,Q8IUN9
6xje,A0A2N6JFX7
6xjm,H8ZKV9
6xkg,Q9Y663
6xl5,P0A8V2
6xlp,P0AD27
6xm7,G2IQT9
6xnv,Q8Y8A3
6xo2,T1KF23
6xog,Q9UBT2
6xoj,A0A3B6UEU3
6xps,Q7Z8P9
6xq3,Q15109
6xub,Q6NGV6
6xuh,P06744
6xuu,A0A060SC37
6xw7,Q80J94
6xxj,P49366
6xxy,P43860
6xz2,P0ABP8
6xzk,Q9PTN2
6y09,Q9H082
6y1u,P9WN95
6y1w,B0RXY9
6y5p,Q86Y01
6y7a,P0A3G3
6y87,Q6X2Y9
6y88,P20577
6y8l,G7CIP8
6y8p,E5BBQ0
6y8y,A0A6P3VN15
6y91,Q6VVP7
6y9c,D0C9N6
6y9d,A0A059ZPP5
6ya4,A0A0H2UPF3
6ya6,O00311
6yaq,A0A1D6QQD6
6yau,P07306
6yb3,P0DP92
6yb8,P22234
6yc7,H7C694
6yc8,A0A0H4SN47
6ycc,P80884
6ycg,A0A199VSS3
6yd5,Q2FZ89
6yei,Q43314
6yf3,P62942
6yg2,O14733
6ygb,Q03503
6ygf,Q4WL81
6ygj,P31946
6yii,P0DV40
6yiz,Q9I4X0
6yji,I1RWY4
6yjo,A0A098DND1
6yjw,Q9M602
6yk1,Q8K183
6ykq,Q5FAJ3
6ylc,Q16659
6ymd,I7H6W6
6yn2,P27652
6yoj,Q05397
6ypf,M4I1C6
6yq4,Q8RFS1
6yqq,A0A5S9CYM0
6ysk,Q6P988
6ysp,P49077
6yu4,Q9KDT3
6yug,Q5CPU3
6yur,Q2FZQ3
6yus,O68216
6ywn,G2R014
6ywz,Q9Y566
6yx3,B1MHW4
6yyv,Q12797
6z00,Q9LFM3
6z0p,Q0GYW2
6z1c,Q08467
6z1e,P58555
6z4w,Q8DQH4
6z5z,A0A0S4TLR1
6z69,A0A1M6Y2K1
6z6y,O00214
6z7b,A0A291L8F4
6zat,H0SLX7
6zb6,M5BPX4
6zbm,A0A6B9HEB8
6ze6,G0SAW6
6zf4,Q9Z2X8
6zfc,Q0B4G1
6zgx,P51570
6zh7,A0A248QE08
6zhl,Q9KX08
6zi3,Q59819
6ziz,P01111
6zja,P69996
6zjb,Q9UIJ7
6zjf,O94768
6zk2,B6THD4
6zk5,B6T563
6zka,O78747
6zlb,A0A3Q0KFL1
6zlf,A0A452CSW8
6zmp,G0SGG4
6znt,Q6MM15
6znw,A0A7K4AGC1
6zov,P98073
6zrn,P11234
6zt3,A0QNE0
6zti,A0A378K488
6ztk,V5H924
6ztu,A0A090KS30
6ztx,P21179
6zwi,P06276
6zxb,B0SUI1
6zxx,K2MB66
6zz1,Q8NB16
6zzk,Q8NNJ2
6zzm,A0A0G3H170
6zzo,Q4FRT2
6zzs,A0A1E3M3N6
7a1f,Q9H816
7a1q,Q9NWT6
7a5e,P46873
7a5q,Q9KR64
7a5v,P28472
7a6p,Q88JB0
7a6y,P61981
7a76,Q81FS4
7a77,P19793
7a78,P28702
7a79,P48443
7a8r,A0JN36
7a9j,M4GWN4
7aak,P08397
7aat,P00508
7aau,A0A2K3D6R4
7aaw,Q815J1
7aax,Q12866
7abn,Q9I6N5
7ac8,Q9X0C6
7acm,P75811
7ae6,A0A0B0QJR1
7afw,P35222
7ag4,Q8ZKT7
7ag6,P32143
7agv,O07535
7ais,P04058
7ak7,A0A0F6BAH9
7aky,F2Y337
7alq,P30793
7amd,P28329
7ao3,C9K1X5
7aot,Q13451
7apu,P69441
